# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'LLC-load-misses'
# Event count (approx.): 6563415
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                                       
# ........  ...............  ....................  .............................................................................................................................................................................
#
     0.02%  GC Thread#21     [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%  G1 Refine#11     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.02%  G1 Refine#18     [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  G1 Refine#15     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.02%  G1 Refine#8      libjvm.so             [.] G1HotCardCache::insert
     0.02%  G1 Refine#15     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.02%  GC Thread#9      libjvm.so             [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.02%  G1 Refine#5      [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  G1 Refine#12     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.02%  GC Thread#4      libjvm.so             [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.02%  java             perf-15143.map        [.] java.util.ArrayList pim.algorithm.BSTBuilder$BaseKeyValuePairGenerator.genPairs(int)
     0.02%  GC Thread#15     libjvm.so             [.] G1ParScanThreadState::trim_queue_to_threshold
     0.02%  G1 Refine#15     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.02%  G1 Refine#21     libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  G1 Refine#21     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.02%  G1 Refine#2      libjvm.so             [.] oopDesc::size
     0.02%  java             libjvm.so             [.] InstanceKlass::find_method_index
     0.02%  G1 Refine#1      [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  C2 CompilerThre  libjvm.so             [.] Node_Backward_Iterator::next
     0.02%  GC Thread#3      libjvm.so             [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.02%  G1 Refine#20     [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%  java             [nfs]                 [k] nfs_file_read
     0.02%  GC Thread#3      [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%  G1 Refine#8      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.02%  G1 Refine#14     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.02%  GC Thread#20     libjvm.so             [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.02%  G1 Refine#17     libjvm.so             [.] OtherRegionsTable::add_reference
     0.02%  GC Thread#12     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.02%  G1 Refine#6      libjvm.so             [.] G1CardCounts::add_card_count
     0.02%  java             [kernel.kallsyms]     [k] copy_page
     0.02%  GC Thread#6      libjvm.so             [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.02%  G1 Refine#3      libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.02%  GC Thread#13     [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%  G1 Refine#12     libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  GC Thread#8      [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%  G1 Refine#22     libjvm.so             [.] OtherRegionsTable::add_reference
     0.02%  GC Thread#0      libjvm.so             [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.02%  G1 Refine#0      libjvm.so             [.] G1DirtyCardQueueSet::refine_buffer
     0.02%  GC Thread#15     libjvm.so             [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.02%  G1 Refine#15     libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.02%  G1 Refine#17     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.02%  GC Thread#12     libjvm.so             [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.02%  GC Thread#20     [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%  GC Thread#15     [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%  C2 CompilerThre  libjvm.so             [.] InstanceKlass::find_method_index
     0.02%  GC Thread#2      [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%  G1 Refine#16     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.02%  G1 Refine#5      libjvm.so             [.] G1RemSet::clean_card_before_refine
     0.02%  VM Thread        [kernel.kallsyms]     [k] select_task_rq_fair
     0.02%  GC Thread#14     libjvm.so             [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.02%  java             perf-15143.map        [.] java.util.HashMap$Node java.util.HashMap.getNode(java.lang.Object)
     0.02%  GC Thread#2      libjvm.so             [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.02%  G1 Refine#5      [kernel.kallsyms]     [k] mutex_unlock
     0.02%  G1 Refine#9      libjvm.so             [.] G1RemSet::clean_card_before_refine
     0.02%  GC Thread#0      [kernel.kallsyms]     [k] page_remove_rmap
     0.02%  GC Thread#22     libjvm.so             [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.02%  java             perf-15143.map        [.] java.util.HashMap$Node[] java.util.HashMap.resize()
     0.02%  java             ld-2.28.so            [.] strcmp
     0.02%  G1 Refine#14     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.02%  GC Thread#15     libjvm.so             [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.02%  GC Thread#4      libjvm.so             [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.02%  VM Thread        [kernel.kallsyms]     [k] try_to_wake_up
     0.02%  G1 Refine#0      [kernel.kallsyms]     [k] rb_next
     0.02%  GC Thread#16     libjvm.so             [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.02%  G1 Refine#10     libjvm.so             [.] G1RemSet::clean_card_before_refine
     0.02%  G1 Refine#6      libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.02%  GC Thread#21     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.02%  C1 CompilerThre  [kernel.kallsyms]     [k] mutex_unlock
     0.01%  G1 Refine#5      libjvm.so             [.] G1CardCounts::add_card_count
     0.01%  G1 Refine#11     [kernel.kallsyms]     [k] rb_next
     0.01%  GC Thread#2      libjvm.so             [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.01%  G1 Refine#14     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.01%  DPU_POLL_0000    [kernel.kallsyms]     [k] perf_iterate_ctx
     0.01%  G1 Refine#4      libjvm.so             [.] oopDesc::size_given_klass
     0.01%  G1 Refine#3      libjvm.so             [.] oopDesc::size_given_klass
     0.01%  G1 Refine#6      libjvm.so             [.] oopDesc::size_given_klass
     0.01%  GC Thread#18     libjvm.so             [.] G1ParScanThreadState::trim_queue_to_threshold
     0.01%  GC Thread#6      libjvm.so             [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%  GC Thread#8      libjvm.so             [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.01%  G1 Refine#7      libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  VM Thread        [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.01%  G1 Refine#4      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.01%  GC Thread#10     libjvm.so             [.] OtherRegionsTable::iterate<G1MergeHeapRootsTask::G1MergeCardSetClosure>
     0.01%  G1 Refine#1      libjvm.so             [.] oopDesc::size
     0.01%  DPU_WORK_0000    [kernel.kallsyms]     [k] perf_iterate_ctx
     0.01%  GC Thread#3      libjvm.so             [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.01%  G1 Refine#18     libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.01%  java             [kernel.kallsyms]     [k] mm_update_next_owner
     0.01%  G1 Refine#5      [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.01%  GC Thread#10     libjvm.so             [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.01%  G1 Refine#2      libjvm.so             [.] G1CardCounts::add_card_count
     0.01%  C1 CompilerThre  [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  GC Thread#16     [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  C1 CompilerThre  libjvm.so             [.] InstanceKlass::find_method_index
     0.01%  G1 Refine#5      libjvm.so             [.] oopDesc::size_given_klass
     0.01%  G1 Refine#9      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.01%  G1 Refine#4      [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  G1 Refine#5      [kernel.kallsyms]     [k] inherit_event.isra.113
     0.01%  G1 Refine#13     libjvm.so             [.] oopDesc::size_given_klass
     0.01%  G1 Refine#3      [kernel.kallsyms]     [k] inherit_event.isra.113
     0.01%  G1 Refine#18     [kernel.kallsyms]     [k] __srcu_read_lock
     0.01%  GC Thread#0      [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  G1 Refine#11     [kernel.kallsyms]     [k] inherit_event.isra.113
     0.01%  G1 Refine#8      libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  GC Thread#11     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  C2 CompilerThre  libjvm.so             [.] Compile::identify_useful_nodes
     0.01%  G1 Refine#21     [kernel.kallsyms]     [k] rb_next
     0.01%  GC Thread#5      libjvm.so             [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.01%  GC Thread#1      libjvm.so             [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.01%  G1 Refine#18     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.01%  G1 Refine#3      [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.01%  G1 Refine#1      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.01%  G1 Refine#18     [kernel.kallsyms]     [k] inherit_event.isra.113
     0.01%  G1 Refine#16     libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  GC Thread#20     libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  G1 Refine#13     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.01%  G1 Refine#17     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.01%  C1 CompilerThre  libpthread-2.28.so    [.] __pthread_mutex_unlock_usercnt
     0.01%  C2 CompilerThre  libjvm.so             [.] IndexSet::initialize
     0.01%  GC Thread#9      [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  C2 CompilerThre  libjvm.so             [.] vmSymbols::find_sid
     0.01%  G1 Refine#19     libjvm.so             [.] G1HotCardCache::insert
     0.01%  G1 Refine#21     [kernel.kallsyms]     [k] perf_event_alloc
     0.01%  GC Thread#2      libjvm.so             [.] OtherRegionsTable::iterate<G1MergeHeapRootsTask::G1MergeCardSetClosure>
     0.01%  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::mark_ssa
     0.01%  G1 Refine#16     libjvm.so             [.] G1CardCounts::add_card_count
     0.01%  G1 Refine#7      [kernel.kallsyms]     [k] ___slab_alloc
     0.01%  GC Thread#4      [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  G1 Refine#3      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.01%  GC Thread#1      libjvm.so             [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.01%  G1 Refine#9      libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  G1 Refine#10     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.01%  GC Thread#5      libjvm.so             [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  C1 CompilerThre  [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.01%  GC Thread#7      [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  G1 Refine#18     [kernel.kallsyms]     [k] ___slab_alloc
     0.01%  G1 Refine#9      libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.01%  G1 Refine#14     [kernel.kallsyms]     [k] mutex_lock
     0.01%  G1 Refine#10     libjvm.so             [.] G1CardCounts::add_card_count
     0.01%  GC Thread#6      [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  G1 Refine#20     [kernel.kallsyms]     [k] perf_event_alloc
     0.01%  G1 Refine#5      [kernel.kallsyms]     [k] __list_add_valid
     0.01%  G1 Refine#9      libjvm.so             [.] G1HotCardCache::insert
     0.01%  VM Thread        libc-2.28.so          [.] _int_malloc
     0.01%  GC Thread#18     [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  G1 Refine#16     [kernel.kallsyms]     [k] ___slab_alloc
     0.01%  java             perf-15143.map        [.] g1_post_barrier_slow
     0.01%  G1 Refine#21     libjvm.so             [.] OtherRegionsTable::add_reference
     0.01%  G1 Refine#18     libjvm.so             [.] OtherRegionsTable::add_reference
     0.01%  GC Thread#22     libc-2.28.so          [.] __memmove_sse2_unaligned_erms
     0.01%  G1 Refine#11     libpthread-2.28.so    [.] pthread_create@@GLIBC_2.2.5
     0.01%  G1 Refine#0      libjvm.so             [.] oopDesc::size
     0.01%  G1 Refine#3      [kernel.kallsyms]     [k] rb_next
     0.01%  G1 Refine#18     [kernel.kallsyms]     [k] memset_erms
     0.01%  GC Thread#10     [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  G1 Refine#11     libjvm.so             [.] G1HotCardCache::insert
     0.01%  GC Thread#0      [kernel.kallsyms]     [k] acct_collect
     0.01%  G1 Refine#7      [kernel.kallsyms]     [k] __list_add_valid
     0.01%  G1 Refine#17     libpthread-2.28.so    [.] __pthread_mutex_unlock_usercnt
     0.01%  G1 Refine#11     [kernel.kallsyms]     [k] x86_reserve_hardware
     0.01%  VM Thread        libjvm.so             [.] G1DirtyCardQueueSet::concatenate_logs()::ConcatenateThreadLogClosure::do_thread
     0.01%  G1 Refine#13     [kernel.kallsyms]     [k] perf_try_init_event
     0.01%  G1 Refine#16     [kernel.kallsyms]     [k] __srcu_read_lock
     0.01%  G1 Refine#19     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.01%  GC Thread#10     libjvm.so             [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  G1 Refine#10     [kernel.kallsyms]     [k] x86_reserve_hardware
     0.01%  G1 Refine#21     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.01%  G1 Refine#7      libjvm.so             [.] oopDesc::size_given_klass
     0.01%  G1 Refine#6      [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  G1 Refine#20     [kernel.kallsyms]     [k] perf_try_init_event
     0.01%  G1 Refine#0      libjvm.so             [.] G1CardCounts::is_hot
     0.01%  G1 Refine#6      libjvm.so             [.] G1RemSet::clean_card_before_refine
     0.01%  java             [kernel.kallsyms]     [k] __perf_addr_filters_adjust
     0.01%  G1 Refine#8      libjvm.so             [.] G1RemSet::clean_card_before_refine
     0.01%  G1 Refine#10     libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  G1 Refine#0      [kernel.kallsyms]     [k] __vm_enough_memory
     0.01%  G1 Refine#9      [kernel.kallsyms]     [k] perf_iterate_sb
     0.01%  C1 CompilerThre  libc-2.28.so          [.] __memmove_sse2_unaligned_erms
     0.01%  G1 Refine#13     [kernel.kallsyms]     [k] inherit_event.isra.113
     0.01%  G1 Refine#14     [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  G1 Refine#10     [kernel.kallsyms]     [k] perf_event_alloc
     0.01%  G1 Refine#14     libjvm.so             [.] G1HotCardCache::insert
     0.01%  G1 Refine#19     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.01%  GC Thread#1      [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  G1 Refine#7      [kernel.kallsyms]     [k] __srcu_read_lock
     0.01%  GC Thread#14     [kernel.kallsyms]     [k] select_task_rq_fair
     0.01%  G1 Refine#15     [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.01%  G1 Refine#12     [kernel.kallsyms]     [k] __srcu_read_lock
     0.01%  G1 Refine#17     [kernel.kallsyms]     [k] __srcu_read_lock
     0.01%  G1 Refine#7      libjvm.so             [.] G1CardCounts::add_card_count
