# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 56K of event 'cache-references'
# Event count (approx.): 25757743
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                    
# ........  ...............  ....................  ..........................................................................................................................................................
#
     0.04%  GC Thread#7      libjvm.so             [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.04%  G1 Refine#13     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.04%  G1 Refine#9      libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.04%  GC Thread#22     [kernel.kallsyms]     [k] get_page_from_freelist
     0.04%  GC Thread#3      libjvm.so             [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  G1 Refine#20     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.04%  G1 Refine#16     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.04%  java             [kernel.kallsyms]     [k] _raw_spin_lock
     0.04%  G1 Refine#9      [kernel.kallsyms]     [k] rb_next
     0.03%  G1 Refine#7      libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.03%  G1 Refine#17     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.03%  GC Thread#11     [kernel.kallsyms]     [k] clear_page_erms
     0.03%  G1 Refine#6      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.03%  G1 Refine#15     libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.03%  GC Thread#1      [kernel.kallsyms]     [k] get_page_from_freelist
     0.03%  G1 Refine#8      libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.03%  GC Thread#9      [kernel.kallsyms]     [k] clear_page_erms
     0.03%  G1 Refine#14     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.03%  G1 Refine#7      [kernel.kallsyms]     [k] perf_event_alloc
     0.03%  GC Thread#19     [kernel.kallsyms]     [k] get_page_from_freelist
     0.03%  G1 Refine#1      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.03%  G1 Refine#0      libjvm.so             [.] G1DirtyCardQueueSet::refine_buffer
     0.03%  VM Thread        [kernel.kallsyms]     [k] mutex_lock
     0.03%  G1 Refine#13     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.03%  GC Thread#18     [kernel.kallsyms]     [k] get_page_from_freelist
     0.03%  GC Thread#12     libjvm.so             [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.03%  GC Thread#11     libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.03%  G1 Refine#21     libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.03%  GC Thread#17     [kernel.kallsyms]     [k] get_page_from_freelist
     0.03%  GC Thread#8      [kernel.kallsyms]     [k] clear_page_erms
     0.03%  C1 CompilerThre  libjvm.so             [.] resource_allocate_bytes
     0.03%  GC Thread#13     libjvm.so             [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.03%  G1 Refine#19     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.03%  GC Thread#3      [kernel.kallsyms]     [k] get_page_from_freelist
     0.03%  C2 CompilerThre  ld-2.28.so            [.] __tls_get_addr
     0.03%  java             [kernel.kallsyms]     [k] copy_user_enhanced_fast_string
     0.03%  G1 Refine#1      libjvm.so             [.] oopDesc::size_given_klass
     0.03%  GC Thread#2      [kernel.kallsyms]     [k] get_page_from_freelist
     0.03%  GC Thread#21     [kernel.kallsyms]     [k] get_page_from_freelist
     0.03%  G1 Refine#14     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.03%  G1 Refine#2      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.03%  GC Thread#12     [kernel.kallsyms]     [k] get_page_from_freelist
     0.03%  GC Thread#4      [kernel.kallsyms]     [k] get_page_from_freelist
     0.03%  G1 Refine#18     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.03%  G1 Refine#8      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.03%  G1 Refine#5      [kernel.kallsyms]     [k] perf_event_alloc
     0.03%  java             perf-4009.map         [.] java.util.ArrayList pim.algorithm.BSTBuilder$BaseKeyValuePairGenerator.genPairs(int)
     0.03%  GC Thread#15     libjvm.so             [.] OtherRegionsTable::iterate<G1MergeHeapRootsTask::G1MergeCardSetClosure>
     0.03%  VM Thread        [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.03%  GC Thread#15     [kernel.kallsyms]     [k] get_page_from_freelist
     0.03%  G1 Refine#16     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.03%  C2 CompilerThre  libjvm.so             [.] Dict::Insert
     0.03%  G1 Refine#4      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.03%  G1 Refine#10     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.03%  GC Thread#16     [kernel.kallsyms]     [k] get_page_from_freelist
     0.03%  VM Thread        [kernel.kallsyms]     [k] _raw_spin_lock
     0.03%  GC Thread#9      libjvm.so             [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.03%  G1 Refine#18     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.03%  G1 Refine#20     [kernel.kallsyms]     [k] memset_erms
     0.03%  GC Thread#6      libjvm.so             [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.03%  java             [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%  G1 Refine#15     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.02%  GC Thread#6      libjvm.so             [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.02%  GC Thread#20     [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%  GC Thread#7      libjvm.so             [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.02%  G1 Refine#21     [kernel.kallsyms]     [k] rb_next
     0.02%  G1 Refine#0      libjvm.so             [.] GlobalCounter::write_synchronize
     0.02%  C1 CompilerThre  ld-2.28.so            [.] _dl_update_slotinfo
     0.02%  VM Thread        [kernel.kallsyms]     [k] new_slab
     0.02%  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::build_loop_early
     0.02%  G1 Refine#17     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.02%  G1 Refine#22     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.02%  VM Thread        [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%  G1 Refine#8      libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.02%  G1 Refine#6      [kernel.kallsyms]     [k] __init_waitqueue_head
     0.02%  VM Thread        [kernel.kallsyms]     [k] rb_insert_color
     0.02%  GC Thread#15     libjvm.so             [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.02%  G1 Refine#12     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.02%  G1 Refine#8      libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.02%  G1 Refine#8      [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  GC Thread#15     libjvm.so             [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  java             libjvm.so             [.] BufferNode::Allocator::allocate
     0.02%  G1 Refine#9      libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  GC Thread#13     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.02%  java             [kernel.kallsyms]     [k] hrtimer_interrupt
     0.02%  G1 Refine#10     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.02%  G1 Refine#4      [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  G1 Refine#12     libjvm.so             [.] G1RemSet::clean_card_before_refine
     0.02%  GC Thread#13     [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%  java             [kernel.kallsyms]     [k] tick_sched_do_timer
     0.02%  GC Thread#9      libjvm.so             [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.02%  G1 Refine#6      [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::merge_multidefs
     0.02%  java             perf-4009.map         [.] java.lang.Object java.util.HashMap.putVal(int, java.lang.Object, java.lang.Object, boolean, boolean)
     0.02%  G1 Refine#6      libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.02%  G1 Refine#3      libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.02%  G1 Refine#5      libjvm.so             [.] G1CardCounts::add_card_count
     0.02%  G1 Refine#9      [kernel.kallsyms]     [k] _raw_spin_lock
     0.02%  C2 CompilerThre  libjvm.so             [.] PhaseOutput::BuildOopMaps
     0.02%  C2 CompilerThre  libjvm.so             [.] State::MachOperGenerator
     0.02%  GC Thread#16     libjvm.so             [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.02%  GC Thread#8      [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%  GC Thread#0      libjvm.so             [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  G1 Refine#14     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.02%  java             [kernel.kallsyms]     [k] rcu_check_callbacks
     0.02%  GC Thread#10     libjvm.so             [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  java             [kernel.kallsyms]     [k] ktime_get_update_offsets_now
     0.02%  G1 Refine#12     [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  java             libdpu.so.0.0         [.] ufi_iram_write
     0.02%  G1 Refine#9      libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.02%  VM Thread        [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.02%  C1 CompilerThre  libjvm.so             [.] LinearScan::build_intervals
     0.02%  C2 CompilerThre  libjvm.so             [.] PhaseCFG::schedule_local
     0.02%  G1 Refine#18     [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::build_ifg_physical
     0.02%  G1 Refine#8      [kernel.kallsyms]     [k] __init_waitqueue_head
     0.02%  G1 Refine#10     [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  G1 Refine#4      libjvm.so             [.] G1CardCounts::add_card_count
     0.02%  java             [kernel.kallsyms]     [k] perf_mux_hrtimer_handler
     0.02%  GC Thread#22     libjvm.so             [.] OtherRegionsTable::iterate<G1MergeHeapRootsTask::G1MergeCardSetClosure>
     0.02%  G1 Refine#9      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.02%  VM Thread        libc-2.28.so          [.] _int_malloc
     0.02%  C1 CompilerThre  libjvm.so             [.] CompileTask::print_inlining_ul
     0.02%  C2 CompilerThre  libjvm.so             [.] vmSymbols::find_sid
     0.02%  java             [kernel.kallsyms]     [k] copy_page
     0.02%  G1 Refine#1      libjvm.so             [.] G1DirtyCardQueueSet::refine_buffer
     0.02%  G1 Refine#4      libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.02%  C1 CompilerThre  libc-2.28.so          [.] _IO_vfprintf
     0.02%  java             [kernel.kallsyms]     [k] update_curr
     0.02%  C2 CompilerThre  libjvm.so             [.] IndexSetIterator::advance_and_next
     0.02%  G1 Refine#18     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.02%  GC Thread#3      libjvm.so             [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.02%  java             [kernel.kallsyms]     [k] trigger_load_balance
     0.02%  G1 Refine#19     [kernel.kallsyms]     [k] inherit_event.isra.113
     0.02%  VM Thread        [kernel.kallsyms]     [k] __srcu_read_lock
     0.02%  GC Thread#0      libjvm.so             [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.02%  G1 Refine#7      libjvm.so             [.] G1RemSet::clean_card_before_refine
     0.02%  C2 CompilerThre  libjvm.so             [.] PhaseIFG::SquareUp
     0.02%  java             [kernel.kallsyms]     [k] timerqueue_add
     0.01%  G1 Refine#3      [kernel.kallsyms]     [k] perf_event_alloc
     0.01%  GC Thread#11     [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  GC Thread#6      libjvm.so             [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  C2 CompilerThre  libc-2.28.so          [.] _int_malloc
     0.01%  C2 CompilerThre  libjvm.so             [.] IndexSet::IndexSet
     0.01%  GC Thread#19     libjvm.so             [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.01%  java             libpthread-2.28.so    [.] pthread_cond_wait@@GLIBC_2.3.2
     0.01%  G1 Refine#15     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  G1 Refine#0      [kernel.kallsyms]     [k] perf_event_alloc
     0.01%  java             [kernel.kallsyms]     [k] __perf_addr_filters_adjust
     0.01%  G1 Refine#1      [kernel.kallsyms]     [k] perf_event_alloc
     0.01%  C1 CompilerThre  libjvm.so             [.] Assembler::reachable
     0.01%  java             [kernel.kallsyms]     [k] intel_pstate_update_util_hwp
     0.01%  C2 CompilerThre  libc-2.28.so          [.] _int_free
     0.01%  VM Thread        libc-2.28.so          [.] _IO_vfprintf
     0.01%  C2 CompilerThre  libjvm.so             [.] PhaseOutput::fill_buffer
     0.01%  VM Thread        [kernel.kallsyms]     [k] unmapped_area_topdown
     0.01%  java             [kernel.kallsyms]     [k] timekeeping_advance
     0.01%  G1 Refine#11     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.01%  java             [kernel.kallsyms]     [k] apparmor_file_open
     0.01%  GC Thread#0      libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.01%  G1 Refine#17     [kernel.kallsyms]     [k] perf_event_alloc
     0.01%  VM Thread        [kernel.kallsyms]     [k] select_task_rq_fair
     0.01%  G1 Refine#21     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  GC Thread#9      [kernel.kallsyms]     [k] get_page_from_freelist
     0.01%  G1 Refine#10     libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.01%  C2 CompilerThre  libjvm.so             [.] Node::add_req
     0.01%  GC Thread#20     libjvm.so             [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.01%  G1 Refine#5      libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  C2 CompilerThre  libjvm.so             [.] NodeHash::hash_find_insert
     0.01%  java             [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.01%  G1 Refine#14     [kernel.kallsyms]     [k] perf_event_alloc
     0.01%  G1 Refine#7      libjvm.so             [.] G1HotCardCache::insert
     0.01%  VM Thread        [kernel.kallsyms]     [k] update_load_avg
     0.01%  VM Thread        [kernel.kallsyms]     [k] update_cfs_rq_h_load
     0.01%  C2 CompilerThre  libjvm.so             [.] Matcher::xform
     0.01%  java             libpthread-2.28.so    [.] __pthread_mutex_lock
     0.01%  java             [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.01%  java             libjvm.so             [.] SymbolTable::lookup_shared
     0.01%  G1 Refine#20     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  G1 Refine#16     [kernel.kallsyms]     [k] mutex_lock
     0.01%  G1 Refine#18     [kernel.kallsyms]     [k] x86_reserve_hardware
     0.01%  G1 Refine#13     libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  GC Thread#16     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  C2 CompilerThre  libjvm.so             [.] PhaseCFG::is_uncommon
     0.01%  G1 Refine#3      libjvm.so             [.] oopDesc::size_given_klass
     0.01%  C2 CompilerThre  libjvm.so             [.] rRegPOper::type
     0.01%  G1 Refine#2      [kernel.kallsyms]     [k] perf_event_alloc
     0.01%  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::remove_node_if_not_used
     0.01%  G1 Refine#13     libc-2.28.so          [.] __libc_malloc
     0.01%  G1 Refine#7      libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
